date,ticker,close_1245,morning_high,morning_low,vwap,prev_close,day_return,afternoon_return,recent_return,raw_rs,RS,score,long_rs_ok,long_breakout,long_candidate,short_rs_ok,short_breakdown,short_candidate,selected_side,entry_1250,post_1250_high,post_1250_low,close_1545,long_tp_hit,long_sl_hit,short_tp_hit,short_sl_hit,hypothetical_result,long_return_1250_1545,short_return_1250_1545,breakout_pct
2026-08-21,4568.T,2825.5,2843.0,2795.0,2821.9010774045987,2867.5,-0.0146469049694856,0.0017727353306151,-0.0003537944454271,0.0383849357233387,61.31386861313869,50.693430656934304,False,False,False,False,False,False,,2826.0,2837.5,2825.0,2828.0,False,False,False,False,,0.0007077140835103,-0.0007072135785006,
2026-08-21,4578.T,12355.0,12485.0,12295.0,12382.899086559371,12600.0,-0.0194444444444444,-0.0016161616161616,0.0008100445524503,0.1485870556061987,89.78102189781022,50.25547445255474,True,False,False,False,False,False,,12355.0,12360.0,12205.0,12225.0,False,False,False,False,,-0.0105220558478348,0.0106339468302658,
2026-08-21,4661.T,3011.0,3053.0,3001.0,3028.583659302518,2975.0,0.0121008403361344,-0.0029801324503311,0.0,0.1127735178604825,84.67153284671532,66.71532846715328,True,False,False,False,False,False,,3011.0,3015.0,2987.5,2998.5,False,False,False,False,,-0.0041514447027565,0.0041687510421877,
2026-08-21,4689.T,523.7999877929688,529.9000244140625,519.2999877929688,526.0085904728751,517.5,0.012173889455012,-0.0072024032767412,-0.0022857375372024,0.1692272771432512,91.24087591240875,58.54014598540146,True,False,False,False,False,False,,523.7999877929688,526.7999877929688,520.7000122070312,524.2999877929688,False,False,False,False,,0.0009545628324787,-0.0009536525112364,
2026-08-21,4704.T,5446.0,5553.0,5423.0,5471.111613632693,5708.0,-0.0459004905395935,0.0,-0.0036589828027808,-0.0966925146383921,15.328467153284672,17.2992700729927,False,False,False,True,False,False,,5446.0,5467.0,5421.0,5465.0,False,False,False,False,,0.0034887991186192,-0.0034766697163769,
2026-08-21,4751.T,1313.5,1332.5,1311.5,1319.8928919498408,1340.5,-0.0201417381574039,-0.0022787694644891,-0.0034142640364188,-0.0506373937677053,24.817518248175183,18.39416058394161,False,False,False,True,False,False,,1313.5,1314.0,1300.0,1304.0,False,False,False,False,,-0.0072325846973734,0.0072852760736197,
2026-08-21,4755.T,771.4000244140625,779.7000122070312,772.4000244140625,774.8715768985551,780.5999755859375,-0.0117857436069854,-0.0047735147573421,-0.0019407425962202,-0.0122738357039837,40.87591240875913,28.72262773722628,False,False,False,False,True,False,,771.5999755859375,780.5999755859375,769.5,778.5,False,False,False,False,,0.0089424891555014,-0.0088632298189627,
2026-08-21,4901.T,3191.0,3219.0,3189.0,3198.8353709469206,3220.0,-0.0090062111801242,0.0006271558482282,-0.0006263701847791,-0.121418826739427,8.75912408759124,35.47445255474453,False,False,False,True,False,False,,3191.0,3215.0,3189.0,3212.0,False,False,False,False,,0.0065810090880602,-0.0065379825653798,
2026-08-21,4911.T,3646.0,3694.0,3641.0,3666.0354709889593,3668.0,-0.0059978189749182,0.0,0.0016483516483516,0.2065789473684209,94.16058394160584,67.44525547445255,True,False,False,False,False,False,,3645.0,3680.0,3631.0,3680.0,False,False,False,False,,0.0096021947873798,-0.0095108695652174,
2026-08-21,5020.T,1326.5,1327.5,1301.5,1319.0626563803169,1303.0,0.0180353031465847,0.0056861258529188,0.0018882175226586,-0.0128787878787879,40.14598540145985,77.91970802919707,False,False,False,False,False,False,,1326.0,1332.0,1323.0,1332.0,False,False,False,False,,0.004524886877828,-0.0045045045045044,
2026-08-21,5101.T,7470.0,7520.0,7438.0,7467.00287047004,7562.0,-0.0121660936260248,0.0020120724346075,-0.0021373230029387,-0.0184319833852544,37.95620437956204,41.97080291970803,False,False,False,False,False,False,,7472.0,7515.0,7432.0,7467.0,False,False,False,False,,-0.000669164882227,0.0006696129637069,
2026-08-21,5108.T,4096.0,4117.0,4061.0,4095.040368950647,4089.0,0.0017119100024456,-0.0009756097560975,-0.0014627011214042,0.0849031573361633,73.72262773722628,55.21897810218978,True,False,False,False,False,False,,4097.0,4111.0,4092.0,4111.0,False,False,False,False,,0.0034171344886502,-0.0034054974458769,
2026-08-21,5201.T,5713.0,5765.0,5686.0,5706.335206397233,5765.0,-0.0090199479618386,0.0010513404590852,0.0,-0.0912673392181588,17.51824817518248,42.29927007299271,False,False,False,True,False,False,,5714.0,5759.0,5711.0,5752.0,False,False,False,False,,0.0066503325166258,-0.006606397774687,
2026-08-21,5214.T,4782.0,4788.0,4695.0,4741.931506849315,4850.0,-0.014020618556701,-0.0002090738030524,-0.001670146137787,-0.1518013291360616,5.109489051094891,24.56204379562044,False,False,False,True,False,False,,4780.0,4819.0,4760.0,4776.0,False,False,False,False,,-0.000836820083682,0.0008375209380233,
2026-08-21,5232.T,5545.0,5565.0,5485.0,5533.035653650255,5591.0,-0.0082275084957967,0.0048930772018846,0.0014448257178978,-0.0216972878390201,37.22627737226277,59.01459854014598,False,False,False,False,False,False,,5546.0,5559.0,5496.0,5523.0,False,False,False,False,,-0.0041471330688784,0.0041644034039471,
2026-08-21,5233.T,4173.0,4198.0,4105.0,4172.379746835443,4135.0,0.0091898428053205,0.0007194244604316,-0.0011967448539971,-0.0161789198191767,38.68613138686132,56.60583941605839,False,False,False,False,False,False,,4173.0,4186.0,4160.0,4174.0,False,False,False,False,,0.0002396357536544,-0.0002395783421178,
2026-08-21,5301.T,1682.5,1709.0,1687.0,1692.7904106337526,1709.0,-0.0155061439438267,-0.0041432376442734,-0.0005940005940006,0.036385688295937,60.58394160583942,35.729927007299274,False,False,False,False,True,False,,1683.0,1691.5,1673.0,1675.5,False,False,False,False,,-0.0044563279857398,0.0044762757385854,
2026-08-21,5332.T,6342.0,6350.0,6266.0,6321.914675767918,6363.0,-0.0033003300330033,-0.0006303183107468,0.0017374822302953,-0.1634236129371549,4.37956204379562,40.03649635036496,False,False,False,True,False,False,,6340.0,6392.0,6331.0,6377.0,False,False,False,False,,0.0058359621451105,-0.0058021013015524,
2026-08-21,5333.T,5476.0,5496.0,5409.0,5452.146360970408,5567.0,-0.0163463265672714,-0.0049064146829002,-0.0005475451724766,-0.1048400064319022,13.138686131386862,19.70802919708029,False,False,False,True,False,False,,5474.0,5499.0,5433.0,5460.0,False,False,False,False,,-0.0025575447570332,0.0025641025641025,
